,Country,City,Latitude,Longitude,Temp,Humidity,Cloudiness,Wind Speed
29777,ph,san bernardo,17.403824,121.753846,297.819,72.0,76.0,1.86
33330,ro,ivanesti,46.65,27.45,275.19,100.0,90.0,1.0
12907,gb,saint austell,50.338333,-4.765833,277.15,93.0,40.0,4.6
45970,us,alderwood manor,47.8222222,-122.28083329999998,280.77,76.0,90.0,2.6
28751,ph,lumbog,7.5581,123.2014,304.194,48.0,24.0,4.46
8460,de,alzey,49.751667,8.116111,278.14,75.0,90.0,2.6
36153,ru,kamyshin,50.098331,45.416013,270.644,100.0,36.0,5.01
11959,fr,riorges,46.041786,4.0496550000000004,280.15,81.0,90.0,4.1
28673,ph,linay,8.5207,123.1309,301.505,77.0,0.0,3.62
5017,ca,stephenville crossing,48.516667,-58.416667000000004,276.15,100.0,90.0,1.5
37554,ru,pashiya,58.4324,58.2562,265.63,77.0,12.0,4.97
32885,ro,dej,47.15,23.866667,278.15,80.0,36.0,6.2
2595,br,camapua,-19.5,-54.083332999999996,295.219,84.0,56.0,3.31
22964,ml,koutiala,12.383333300000002,-5.4666667,302.48,20.0,0.0,1.72
37871,ru,rechitsy,55.597537,38.471343,269.15,45.0,0.0,2.0
4610,ca,ferme-neuve,46.7,-75.45,273.83,91.0,92.0,1.17
30061,ph,santa lucia,15.368057,120.48643100000001,302.15,66.0,75.0,4.1
3112,br,itapecerica,-20.466667,-45.116667,289.73,95.0,32.0,2.42
24927,mx,zanatepec,16.483333,-94.35,296.069,100.0,88.0,1.61
3744,br,presidente prudente,-22.116667,-51.366667,295.15,88.0,40.0,5.1
40869,tz,chimala,-8.85,34.0166667,298.405,62.0,24.0,1.77
33703,ro,oarja,44.766667,24.966667,280.73,89.0,32.0,1.62
22721,ma,nador,35.174040999999995,-2.92866,287.76,42.0,0.0,4.1
33724,ro,ohaba,46.066666999999995,23.783333,277.0,95.0,0.0,2.6
9310,de,mohnesee,51.5,8.133333,277.15,75.0,75.0,5.1
38539,ru,ternovka,51.678031,41.637503,268.955,94.0,0.0,3.12
22277,li,triesen,47.1,9.5333333,277.78,87.0,90.0,2.1
45424,us,cranston,41.7797222,-71.43777779999999,277.55,87.0,90.0,1.02
22252,lb,bayrut,33.8719444,35.5097222,291.15,68.0,75.0,9.3
7791,cy,aradippou,34.95,33.591666700000005,292.62,56.0,40.0,10.3
27337,ph,basa,8.072222,126.064167,299.08,77.0,80.0,1.97
38582,ru,torfyanoy,58.4916,49.197862,265.544,84.0,32.0,5.31
3287,br,luis correia,-2.883611,-41.666111,297.38,94.0,36.0,1.87
6827,co,el dorado,2.774106,-72.868341,294.694,99.0,92.0,2.06
20006,ir,varamin,35.3242,51.6457,299.64,19.0,75.0,2.1
40902,tz,kamachumu,-1.6186111,31.62,296.055,98.0,68.0,3.32
